Tanggal & Waktu,ID Struk,Status Pembayaran,ID / Kode Outlet,Outlet,Tipe Penjualan,Kasir,No. Hp Pelanggan,Nama Pelanggan,SKU,Nama Produk,Kategori,Jumlah Produk,Harga Produk,Penjualan Kotor,Diskon Produk,Subtotal,Diskon Transaksi,Service Charge,Pajak,Pembulatan,Poin Ditukar,Biaya Admin,Total,Metode Pembayaran,Fee,Pembayaran,Alasan Pembatalan,Catatan Transaksi,Catatan Custom Amount,Pawoon Order No.,Grab Food No.,Partner Reff. Number,Partner Trace No & RRN,Issuer Name,Paid By,Kode Voucher
09-12-2025 10:33:45,EBRDIOHR0HWG,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,Cust_253,FOOD010,Nila Goreng Terbang,Makanan,2,"25,000","50,000",0,"50,000",0,0,0,0,0,0,"124,000",Tunai,0,"124,000",,,,PWN-EBRDIO,GRB-8397,,,,,
09-12-2025 10:33:45,EBRDIOHR0HWG,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,Cust_253,FOOD006,Ayam Bakar Madu - Paha,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"124,000",Tunai,0,"124,000",,,,PWN-EBRDIO,GRB-5042,,,,,
09-12-2025 10:33:45,EBRDIOHR0HWG,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,Cust_253,SNACK09,Kerupuk Putih,Makanan,2,"2,000","4,000",0,"4,000",0,0,0,0,0,0,"124,000",Tunai,0,"124,000",,,,PWN-EBRDIO,GRB-2442,,,,,
09-12-2025 10:33:45,EBRDIOHR0HWG,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,Cust_253,DRINK07,Jus Alpukat,Minuman,1,"15,000","15,000",0,"15,000",0,0,0,0,0,0,"124,000",Tunai,0,"124,000",,,,PWN-EBRDIO,GRB-3961,,,,,
09-12-2025 10:35:34,Q1577VL92WM5,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Rina,,,FOOD001,Ayam Goreng Serayu - Dada,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"54,000",Qris Gopay,0,"54,000",,,,PWN-Q1577V,,,,,,
09-12-2025 10:35:34,Q1577VL92WM5,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Rina,,,SNACK01,Kulit Ayam Cabe Garam,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"54,000",Qris Gopay,0,"54,000",,,,PWN-Q1577V,,,,,,
09-12-2025 10:35:34,Q1577VL92WM5,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Rina,,,DRINK01,Es Teh Manis,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"54,000",Qris Gopay,0,"54,000",,,,PWN-Q1577V,,,,,,
09-12-2025 10:37:13,WJQ3E3M11HT1,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Fikri,,,SIDE001,Nasi Putih,Makanan,1,"5,000","5,000",0,"5,000",0,0,0,0,0,0,"17,000",Qris Gopay,0,"17,000",,,,PWN-WJQ3E3,,,,,,
09-12-2025 10:37:13,WJQ3E3M11HT1,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Fikri,,,DRINK05,Air Mineral Botol,Minuman,2,"6,000","12,000",0,"12,000",0,0,0,0,0,0,"17,000",Qris Gopay,0,"17,000",,,,PWN-WJQ3E3,,,,,,
09-12-2025 10:37:59,TIC5FA2YTK3U,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Nabila,,,DRINK02,Teh Manis Panas,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"109,000",Qris Gopay,0,"109,000",,,,PWN-TIC5FA,,,,,,
09-12-2025 10:37:59,TIC5FA2YTK3U,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Nabila,,,SNACK03,Jamur Enoki Crispy,Makanan,1,"15,000","15,000",0,"15,000",0,0,0,0,0,0,"109,000",Qris Gopay,0,"109,000",,,,PWN-TIC5FA,,,,,,
09-12-2025 10:37:59,TIC5FA2YTK3U,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Nabila,,,SNACK02,Usus Goreng Crispy,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"109,000",Qris Gopay,0,"109,000",,,,PWN-TIC5FA,,,,,,
09-12-2025 10:37:59,TIC5FA2YTK3U,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Nabila,,,DRINK05,Air Mineral Botol,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"109,000",Qris Gopay,0,"109,000",,,,PWN-TIC5FA,,,,,,
09-12-2025 10:37:59,TIC5FA2YTK3U,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Nabila,,,SIDE003,Nasi Merah,Makanan,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"109,000",Qris Gopay,0,"109,000",,,,PWN-TIC5FA,,,,,,
09-12-2025 10:37:59,TIC5FA2YTK3U,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Nabila,,,DRINK06,Es Kelapa Muda,Minuman,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"109,000",Qris Gopay,0,"109,000",,,,PWN-TIC5FA,,,,,,
09-12-2025 10:37:59,TIC5FA2YTK3U,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Nabila,,,DRINK07,Jus Alpukat,Minuman,1,"15,000","15,000",0,"15,000",0,0,0,0,0,0,"109,000",Qris Gopay,0,"109,000",,,,PWN-TIC5FA,,,,,,
09-12-2025 10:37:59,TIC5FA2YTK3U,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Nabila,,,FOOD004,Ayam Goreng Kremes - Paha,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"109,000",Qris Gopay,0,"109,000",,,,PWN-TIC5FA,,,,,,
09-12-2025 10:38:20,ZTO20YTX75X3,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Siti,,,SNACK08,Sambal Dadak,Makanan,2,"4,000","8,000",0,"8,000",0,0,0,0,0,0,"16,000",Tunai,0,"16,000",,,,PWN-ZTO20Y,,,,,,
09-12-2025 10:38:20,ZTO20YTX75X3,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Siti,,,DRINK09,Kopi Hitam,Minuman,1,"8,000","8,000",0,"8,000",0,0,0,0,0,0,"16,000",Tunai,0,"16,000",,,,PWN-ZTO20Y,,,,,,
09-12-2025 10:39:06,WCWX2KH0DQAG,Success,OT-374334,AYAM SERAYU - CABANG 1,Take Away,Fikri,,,SNACK06,Cah Kangkung Terasi,Makanan,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"31,000",Tunai,0,"31,000",,,,PWN-WCWX2K,,,,,,
09-12-2025 10:39:06,WCWX2KH0DQAG,Success,OT-374334,AYAM SERAYU - CABANG 1,Take Away,Fikri,,,SNACK09,Kerupuk Putih,Makanan,2,"2,000","4,000",0,"4,000",0,0,0,0,0,0,"31,000",Tunai,0,"31,000",,,,PWN-WCWX2K,,,,,,
09-12-2025 10:39:06,WCWX2KH0DQAG,Success,OT-374334,AYAM SERAYU - CABANG 1,Take Away,Fikri,,,DRINK07,Jus Alpukat,Minuman,1,"15,000","15,000",0,"15,000",0,0,0,0,0,0,"31,000",Tunai,0,"31,000",,,,PWN-WCWX2K,,,,,,
09-12-2025 10:39:22,47AIPG9FOEYS,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Fikri,,,FOOD002,Ayam Goreng Serayu - Paha,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"79,000",Tunai,0,"79,000",,,,PWN-47AIPG,,,,,,
09-12-2025 10:39:22,47AIPG9FOEYS,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Fikri,,,SNACK01,Kulit Ayam Cabe Garam,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"79,000",Tunai,0,"79,000",,,,PWN-47AIPG,,,,,,
09-12-2025 10:39:22,47AIPG9FOEYS,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Fikri,,,FOOD005,Ayam Bakar Madu - Dada,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"79,000",Tunai,0,"79,000",,,,PWN-47AIPG,,,,,,
09-12-2025 10:40:43,25XQ2MQPQK3T,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Budi,,Cust_792,FOOD007,Bebek Goreng - Dada,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"81,000",Qris Gopay,0,"81,000",,,,PWN-25XQ2M,GRB-2086,,,,,
09-12-2025 10:40:43,25XQ2MQPQK3T,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Budi,,Cust_792,SNACK08,Sambal Dadak,Makanan,1,"4,000","4,000",0,"4,000",0,0,0,0,0,0,"81,000",Qris Gopay,0,"81,000",,,,PWN-25XQ2M,GRB-7193,,,,,
09-12-2025 10:40:43,25XQ2MQPQK3T,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Budi,,Cust_792,FOOD003,Ayam Goreng Kremes - Dada,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"81,000",Qris Gopay,0,"81,000",,,,PWN-25XQ2M,GRB-8096,,,,,
09-12-2025 10:40:43,25XQ2MQPQK3T,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Budi,,Cust_792,DRINK06,Es Kelapa Muda,Minuman,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"81,000",Qris Gopay,0,"81,000",,,,PWN-25XQ2M,GRB-4376,,,,,
09-12-2025 10:40:52,OW7O58IMXFFF,Success,OT-374335,AYAM SERAYU - CABANG 2,Online Delivery,Siti,,,SNACK03,Jamur Enoki Crispy,Makanan,1,"15,000","15,000",0,"15,000",0,0,0,0,0,0,"38,000",Tunai,0,"38,000",,,,PWN-OW7O58,GRB-3422,,,,,
09-12-2025 10:40:52,OW7O58IMXFFF,Success,OT-374335,AYAM SERAYU - CABANG 2,Online Delivery,Siti,,,FOOD009,Lele Goreng Crispy,Makanan,1,"20,000","20,000",0,"20,000",0,0,0,0,0,0,"38,000",Tunai,0,"38,000",,,,PWN-OW7O58,GRB-6925,,,,,
09-12-2025 10:40:52,OW7O58IMXFFF,Success,OT-374335,AYAM SERAYU - CABANG 2,Online Delivery,Siti,,,SNACK04,Tahu Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"38,000",Tunai,0,"38,000",,,,PWN-OW7O58,GRB-4892,,,,,
09-12-2025 10:41:21,MQ27S4I4INEM,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Budi,,Cust_835,FOOD010,Nila Goreng Terbang,Makanan,1,"25,000","25,000",0,"25,000",0,0,0,0,0,0,"256,000",GoFood,0,"256,000",,,,PWN-MQ27S4,,,,,,
09-12-2025 10:41:21,MQ27S4I4INEM,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Budi,,Cust_835,DRINK05,Air Mineral Botol,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"256,000",GoFood,0,"256,000",,,,PWN-MQ27S4,,,,,,
09-12-2025 10:41:21,MQ27S4I4INEM,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Budi,,Cust_835,FOOD005,Ayam Bakar Madu - Dada,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"256,000",GoFood,0,"256,000",,,,PWN-MQ27S4,,,,,,
09-12-2025 10:41:21,MQ27S4I4INEM,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Budi,,Cust_835,FOOD003,Ayam Goreng Kremes - Dada,Makanan,2,"30,000","60,000",0,"60,000",0,0,0,0,0,0,"256,000",GoFood,0,"256,000",,,,PWN-MQ27S4,,,,,,
09-12-2025 10:41:21,MQ27S4I4INEM,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Budi,,Cust_835,FOOD001,Ayam Goreng Serayu - Dada,Makanan,1,"29,000","29,000",0,"29,000",0,0,0,0,0,0,"256,000",GoFood,0,"256,000",,,,PWN-MQ27S4,,,,,,
09-12-2025 10:41:21,MQ27S4I4INEM,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Budi,,Cust_835,FOOD008,Bebek Goreng - Paha,Makanan,3,"35,000","105,000",0,"105,000",0,0,0,0,0,0,"256,000",GoFood,0,"256,000",,,,PWN-MQ27S4,,,,,,
09-12-2025 10:41:53,C4I9TIN9HJ7A,Success,OT-374334,AYAM SERAYU - CABANG 1,Take Away,Siti,,,SNACK04,Tahu Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"3,000",Debit BCA,0,"3,000",,,,PWN-C4I9TI,,,,,,
09-12-2025 10:42:22,PX4TK57KXY8W,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,SNACK03,Jamur Enoki Crispy,Makanan,2,"15,000","30,000",0,"30,000",0,0,0,0,0,0,"74,000",Tunai,0,"74,000",,,,PWN-PX4TK5,,,,,,
09-12-2025 10:42:22,PX4TK57KXY8W,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,SNACK07,Tumis Toge Ikan Asin,Makanan,1,"13,000","13,000",0,"13,000",0,0,0,0,0,0,"74,000",Tunai,0,"74,000",,,,PWN-PX4TK5,,,,,,
09-12-2025 10:42:22,PX4TK57KXY8W,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,DRINK06,Es Kelapa Muda,Minuman,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"74,000",Tunai,0,"74,000",,,,PWN-PX4TK5,,,,,,
09-12-2025 10:42:22,PX4TK57KXY8W,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,SNACK02,Usus Goreng Crispy,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"74,000",Tunai,0,"74,000",,,,PWN-PX4TK5,,,,,,
09-12-2025 10:42:28,8BLN1UNSLO4M,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,,SNACK04,Tahu Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"125,000",GrabFood,0,"125,000",,,,PWN-8BLN1U,,,,,,
09-12-2025 10:42:28,8BLN1UNSLO4M,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,,FOOD009,Lele Goreng Crispy,Makanan,2,"20,000","40,000",0,"40,000",0,0,0,0,0,0,"125,000",GrabFood,0,"125,000",,,,PWN-8BLN1U,,,,,,
09-12-2025 10:42:28,8BLN1UNSLO4M,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,,FOOD003,Ayam Goreng Kremes - Dada,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"125,000",GrabFood,0,"125,000",,,,PWN-8BLN1U,,,,,,
09-12-2025 10:42:28,8BLN1UNSLO4M,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,,FOOD007,Bebek Goreng - Dada,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"125,000",GrabFood,0,"125,000",,,,PWN-8BLN1U,,,,,,
09-12-2025 10:42:28,8BLN1UNSLO4M,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,,SIDE001,Nasi Putih,Makanan,1,"5,000","5,000",0,"5,000",0,0,0,0,0,0,"125,000",GrabFood,0,"125,000",,,,PWN-8BLN1U,,,,,,
09-12-2025 10:42:28,8BLN1UNSLO4M,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,,DRINK10,Es Kopi Susu,Minuman,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"125,000",GrabFood,0,"125,000",,,,PWN-8BLN1U,,,,,,
09-12-2025 10:42:40,TCN50XYATAK5,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,,SNACK08,Sambal Dadak,Makanan,1,"4,000","4,000",0,"4,000",0,0,0,0,0,0,"43,000",Qris Gopay,0,"43,000",,,,PWN-TCN50X,GRB-3342,,,,,
09-12-2025 10:42:40,TCN50XYATAK5,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,,DRINK09,Kopi Hitam,Minuman,1,"8,000","8,000",0,"8,000",0,0,0,0,0,0,"43,000",Qris Gopay,0,"43,000",,,,PWN-TCN50X,GRB-3821,,,,,
09-12-2025 10:42:40,TCN50XYATAK5,Success,OT-374334,AYAM SERAYU - CABANG 1,Online Delivery,Rina,,,FOOD005,Ayam Bakar Madu - Dada,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"43,000",Qris Gopay,0,"43,000",,,,PWN-TCN50X,GRB-2294,,,,,
09-12-2025 10:44:52,MNZFK7A6YMAK,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Fikri,,,DRINK06,Es Kelapa Muda,Minuman,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"68,000",Tunai,0,"68,000",,,,PWN-MNZFK7,GRB-6569,,,,,
09-12-2025 10:44:52,MNZFK7A6YMAK,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Fikri,,,SNACK07,Tumis Toge Ikan Asin,Makanan,2,"13,000","26,000",0,"26,000",0,0,0,0,0,0,"68,000",Tunai,0,"68,000",,,,PWN-MNZFK7,GRB-8656,,,,,
09-12-2025 10:44:52,MNZFK7A6YMAK,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Fikri,,,FOOD003,Ayam Goreng Kremes - Dada,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"68,000",Tunai,0,"68,000",,,,PWN-MNZFK7,GRB-6796,,,,,
09-12-2025 10:46:39,FE4GIWXLAXW9,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,Cust_337,DRINK01,Es Teh Manis,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"10,000",Tunai,0,"10,000",,,,PWN-FE4GIW,,,,,,
09-12-2025 10:46:39,FE4GIWXLAXW9,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Rina,,Cust_337,SNACK09,Kerupuk Putih,Makanan,2,"2,000","4,000",0,"4,000",0,0,0,0,0,0,"10,000",Tunai,0,"10,000",,,,PWN-FE4GIW,,,,,,
09-12-2025 10:48:28,GASUEX7429M9,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,FOOD004,Ayam Goreng Kremes - Paha,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"64,000",Qris Gopay,0,"64,000",,,,PWN-GASUEX,,,,,,
09-12-2025 10:48:28,GASUEX7429M9,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,SNACK01,Kulit Ayam Cabe Garam,Makanan,1,"19,000","19,000",0,"19,000",0,0,0,0,0,0,"64,000",Qris Gopay,0,"64,000",,,,PWN-GASUEX,,,,,,
09-12-2025 10:48:28,GASUEX7429M9,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,SNACK08,Sambal Dadak,Makanan,2,"4,000","8,000",0,"8,000",0,0,0,0,0,0,"64,000",Qris Gopay,0,"64,000",,,,PWN-GASUEX,,,,,,
09-12-2025 10:48:28,GASUEX7429M9,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Siti,,,SIDE002,Nasi Uduk,Makanan,1,"7,000","7,000",0,"7,000",0,0,0,0,0,0,"64,000",Qris Gopay,0,"64,000",,,,PWN-GASUEX,,,,,,
09-12-2025 10:48:41,OH0HF3RPDMUD,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Nabila,,Cust_852,DRINK03,Es Jeruk Peras,Minuman,1,"10,000","10,000",0,"10,000",0,0,0,0,0,0,"57,000",Qris Gopay,0,"57,000",,,,PWN-OH0HF3,,,,,,
09-12-2025 10:48:41,OH0HF3RPDMUD,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Nabila,,Cust_852,FOOD008,Bebek Goreng - Paha,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"57,000",Qris Gopay,0,"57,000",,,,PWN-OH0HF3,,,,,,
09-12-2025 10:48:41,OH0HF3RPDMUD,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Nabila,,Cust_852,DRINK10,Es Kopi Susu,Minuman,1,"12,000","12,000",0,"12,000",0,0,0,0,0,0,"57,000",Qris Gopay,0,"57,000",,,,PWN-OH0HF3,,,,,,
09-12-2025 10:49:02,D0JGD936X9P2,Success,OT-374334,AYAM SERAYU - CABANG 1,Take Away,Fikri,,,FOOD005,Ayam Bakar Madu - Dada,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"127,000",Qris Gopay,0,"127,000",,,,PWN-D0JGD9,,,,,,
09-12-2025 10:49:02,D0JGD936X9P2,Success,OT-374334,AYAM SERAYU - CABANG 1,Take Away,Fikri,,,SNACK03,Jamur Enoki Crispy,Makanan,1,"15,000","15,000",0,"15,000",0,0,0,0,0,0,"127,000",Qris Gopay,0,"127,000",,,,PWN-D0JGD9,,,,,,
09-12-2025 10:49:02,D0JGD936X9P2,Success,OT-374334,AYAM SERAYU - CABANG 1,Take Away,Fikri,,,FOOD004,Ayam Goreng Kremes - Paha,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"127,000",Qris Gopay,0,"127,000",,,,PWN-D0JGD9,,,,,,
09-12-2025 10:49:02,D0JGD936X9P2,Success,OT-374334,AYAM SERAYU - CABANG 1,Take Away,Fikri,,,FOOD008,Bebek Goreng - Paha,Makanan,1,"35,000","35,000",0,"35,000",0,0,0,0,0,0,"127,000",Qris Gopay,0,"127,000",,,,PWN-D0JGD9,,,,,,
09-12-2025 10:49:02,D0JGD936X9P2,Success,OT-374334,AYAM SERAYU - CABANG 1,Take Away,Fikri,,,SNACK05,Tempe Goreng,Makanan,2,"3,000","6,000",0,"6,000",0,0,0,0,0,0,"127,000",Qris Gopay,0,"127,000",,,,PWN-D0JGD9,,,,,,
09-12-2025 10:49:02,D0JGD936X9P2,Success,OT-374334,AYAM SERAYU - CABANG 1,Take Away,Fikri,,,SIDE001,Nasi Putih,Makanan,2,"5,000","10,000",0,"10,000",0,0,0,0,0,0,"127,000",Qris Gopay,0,"127,000",,,,PWN-D0JGD9,,,,,,
09-12-2025 10:50:11,Z645EJV8HJ74,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Rina,,,FOOD005,Ayam Bakar Madu - Dada,Makanan,1,"31,000","31,000",0,"31,000",0,0,0,0,0,0,"61,000",Qris Gopay,0,"61,000",,,,PWN-Z645EJ,,,,,,
09-12-2025 10:50:11,Z645EJV8HJ74,Success,OT-374335,AYAM SERAYU - CABANG 2,Dine in,Rina,,,FOOD003,Ayam Goreng Kremes - Dada,Makanan,1,"30,000","30,000",0,"30,000",0,0,0,0,0,0,"61,000",Qris Gopay,0,"61,000",,,,PWN-Z645EJ,,,,,,
09-12-2025 10:52:16,BS9DUVGG5MVT,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Fikri,,,DRINK09,Kopi Hitam,Minuman,1,"8,000","8,000",0,"8,000",0,0,0,0,0,0,"52,000",Tunai,0,"52,000",,,,PWN-BS9DUV,,,,,,
09-12-2025 10:52:16,BS9DUVGG5MVT,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Fikri,,,SNACK01,Kulit Ayam Cabe Garam,Makanan,2,"19,000","38,000",0,"38,000",0,0,0,0,0,0,"52,000",Tunai,0,"52,000",,,,PWN-BS9DUV,,,,,,
09-12-2025 10:52:16,BS9DUVGG5MVT,Success,OT-374334,AYAM SERAYU - CABANG 1,Dine in,Fikri,,,DRINK01,Es Teh Manis,Minuman,1,"6,000","6,000",0,"6,000",0,0,0,0,0,0,"52,000",Tunai,0,"52,000",,,,PWN-BS9DUV,,,,,,
09-12-2025 10:53:00,9PSGV4VWY7TJ,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Dimas,,,FOOD010,Nila Goreng Terbang,Makanan,1,"25,000","25,000",0,"25,000",0,0,0,0,0,0,"45,000",Qris ShopeePay,0,"45,000",,,,PWN-9PSGV4,GRB-9315,,,,,
09-12-2025 10:53:00,9PSGV4VWY7TJ,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Dimas,,,FOOD009,Lele Goreng Crispy,Makanan,1,"20,000","20,000",0,"20,000",0,0,0,0,0,0,"45,000",Qris ShopeePay,0,"45,000",,,,PWN-9PSGV4,GRB-8102,,,,,
09-12-2025 10:54:18,6GPM4YVYH37F,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Fikri,,,SNACK04,Tahu Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"31,000",GrabFood,0,"31,000",,,,PWN-6GPM4Y,,,,,,
09-12-2025 10:54:18,6GPM4YVYH37F,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Fikri,,,DRINK04,Jeruk Panas,Minuman,2,"10,000","20,000",0,"20,000",0,0,0,0,0,0,"31,000",GrabFood,0,"31,000",,,,PWN-6GPM4Y,,,,,,
09-12-2025 10:54:18,6GPM4YVYH37F,Success,OT-374333,AYAM SERAYU - PUSAT,Dine in,Fikri,,,DRINK09,Kopi Hitam,Minuman,1,"8,000","8,000",0,"8,000",0,0,0,0,0,0,"31,000",GrabFood,0,"31,000",,,,PWN-6GPM4Y,,,,,,
09-12-2025 10:54:22,1HNTG21WCGBT,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Nabila,,Cust_406,SNACK08,Sambal Dadak,Makanan,1,"4,000","4,000",0,"4,000",0,0,0,0,0,0,"96,000",Tunai,0,"96,000",,,,PWN-1HNTG2,GRB-7559,,,,,
09-12-2025 10:54:22,1HNTG21WCGBT,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Nabila,,Cust_406,SNACK01,Kulit Ayam Cabe Garam,Makanan,2,"19,000","38,000",0,"38,000",0,0,0,0,0,0,"96,000",Tunai,0,"96,000",,,,PWN-1HNTG2,GRB-2145,,,,,
09-12-2025 10:54:22,1HNTG21WCGBT,Success,OT-374333,AYAM SERAYU - PUSAT,Online Delivery,Nabila,,Cust_406,DRINK08,Es Campur Serayu,Minuman,3,"18,000","54,000",0,"54,000",0,0,0,0,0,0,"96,000",Tunai,0,"96,000",,,,PWN-1HNTG2,GRB-9996,,,,,
09-12-2025 10:55:22,PWHJ2WRUPDKC,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Budi,,,FOOD010,Nila Goreng Terbang,Makanan,1,"25,000","25,000",0,"25,000",0,0,0,0,0,0,"48,000",Debit BCA,0,"48,000",,,,PWN-PWHJ2W,,,,,,
09-12-2025 10:55:22,PWHJ2WRUPDKC,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Budi,,,DRINK04,Jeruk Panas,Minuman,1,"10,000","10,000",0,"10,000",0,0,0,0,0,0,"48,000",Debit BCA,0,"48,000",,,,PWN-PWHJ2W,,,,,,
09-12-2025 10:55:22,PWHJ2WRUPDKC,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Budi,,,SIDE001,Nasi Putih,Makanan,2,"5,000","10,000",0,"10,000",0,0,0,0,0,0,"48,000",Debit BCA,0,"48,000",,,,PWN-PWHJ2W,,,,,,
09-12-2025 10:55:22,PWHJ2WRUPDKC,Success,OT-374335,AYAM SERAYU - CABANG 2,Take Away,Budi,,,SNACK05,Tempe Goreng,Makanan,1,"3,000","3,000",0,"3,000",0,0,0,0,0,0,"48,000",Debit BCA,0,"48,000",,,,PWN-PWHJ2W,,,,,,
